,Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players
8104,Fall Guys,29.2,All Ages,50.16,PlayStation,Yes,EA Sports,Electronic Arts,2010,Action,No,18.7,Low,Good,Average,"Amazing game, but the gameplay is amazing.",Online,3
8105,Overwatch 2,27.2,Adults,31.47,PC,No,Capcom,Activision,2013,Action,No,35.6,Medium,Excellent,Average,"Amazing game, but too many bugs.",Online,4
8106,Mario Kart 8 Deluxe,22.8,Kids,34.44,Xbox,No,Epic Games,Nintendo,2012,Puzzle,No,15.4,High,Average,Excellent,"Solid game, but too many bugs.",Online,2
8107,Bioshock Infinite,34.4,All Ages,46.66,PlayStation,No,Innersloth,Activision,2010,Fighting,Yes,35.9,Ultra,Average,Good,"Great game, but the gameplay is amazing.",Online,10
8108,Animal Crossing: New Horizons,34.5,Teens,58.44,PC,No,Capcom,Take-Two Interactive,2016,Fighting,No,11.3,Medium,Excellent,Average,"Great game, but too many bugs.",Online,5
8109,Portal 2,45.7,Kids,54.84,PlayStation,Yes,Rockstar Games,Square Enix,2012,Simulation,Yes,56.3,High,Excellent,Excellent,"Great game, but too many bugs.",Online,2
8110,Super Mario Odyssey,24.9,Teens,26.1,Xbox,No,Bungie,Epic Games,2023,Sports,No,39.8,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Offline,10
8111,Hitman 3,32.4,Teens,33.86,Nintendo Switch,No,Innersloth,Capcom,2011,Adventure,No,45.5,Ultra,Poor,Good,"Amazing game, but the graphics could be better.",Online,3
8112,Fall Guys,35.8,Teens,58.65,PlayStation,No,Epic Games,Capcom,2019,Sports,Yes,21.8,Medium,Excellent,Average,"Disappointing game, but too many bugs.",Offline,4
8113,Street Fighter V,44.1,Teens,59.8,PlayStation,Yes,Innersloth,Epic Games,2018,Shooter,No,47.9,Medium,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Online,1
8114,Pillars of Eternity II: Deadfire,23.5,All Ages,28.29,Mobile,No,Rockstar Games,Take-Two Interactive,2016,Action,Yes,29.0,Ultra,Good,Poor,"Disappointing game, but too many bugs.",Offline,6
8115,Pillars of Eternity II: Deadfire,25.2,Kids,40.56,PlayStation,No,Game Freak,Take-Two Interactive,2010,Party,No,19.9,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Online,5
8116,Call of Duty: Modern Warfare 2,45.2,Teens,53.9,PlayStation,Yes,Epic Games,Epic Games,2014,Sports,No,56.7,Low,Average,Good,"Solid game, but the gameplay is amazing.",Offline,8
8117,The Legend of Zelda: Breath of the Wild,31.2,Adults,26.54,Mobile,No,Game Freak,Nintendo,2010,Sports,Yes,57.5,Ultra,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Online,4
8118,Overwatch 2,20.5,Teens,33.82,PC,Yes,Game Freak,Nintendo,2017,Sports,No,8.3,High,Good,Excellent,"Great game, but the graphics could be better.",Online,8
8119,Bioshock Infinite,37.9,All Ages,56.57,PlayStation,No,CD Projekt Red,Epic Games,2020,Sports,No,35.0,High,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,2
8120,Bioshock Infinite,15.6,Teens,22.72,Mobile,Yes,Rockstar Games,Nintendo,2019,Action,No,20.1,Low,Excellent,Good,"Great game, but the graphics could be better.",Online,10
8121,Hitman 3,24.7,Kids,24.15,PC,No,EA Sports,Valve,2013,Shooter,Yes,41.4,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,8
8122,Call of Duty: Modern Warfare 2,27.0,All Ages,35.37,Mobile,Yes,Nintendo,Electronic Arts,2017,RPG,No,34.0,Ultra,Good,Poor,"Disappointing game, but the gameplay is amazing.",Online,6
8123,Spelunky 2,41.3,Kids,55.96,Mobile,No,Epic Games,Square Enix,2020,Puzzle,No,39.5,Medium,Excellent,Poor,"Great game, but too many bugs.",Offline,1
8124,Mario Kart 8 Deluxe,29.7,Adults,24.93,PC,Yes,Game Freak,Capcom,2016,RPG,Yes,53.1,Medium,Average,Excellent,"Solid game, but the graphics could be better.",Online,6
8125,Tetris,29.2,Adults,53.64,PlayStation,Yes,Innersloth,Capcom,2011,Puzzle,No,10.7,Low,Poor,Average,"Amazing game, but the graphics could be better.",Offline,3
8126,1000-Piece Puzzle,31.5,Teens,47.16,Nintendo Switch,No,Game Freak,Epic Games,2016,Party,No,21.7,High,Poor,Average,"Disappointing game, but the graphics could be better.",Online,8
8127,Rocket League,18.2,All Ages,23.63,Mobile,Yes,CD Projekt Red,Epic Games,2017,Adventure,No,27.1,High,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,4
8128,Just Dance 2024,13.2,Adults,22.57,Xbox,No,Valve,Valve,2018,Simulation,Yes,11.9,Ultra,Poor,Average,"Great game, but the graphics could be better.",Online,7
8129,Grand Theft Auto V,31.7,All Ages,34.8,PC,Yes,Game Freak,Nintendo,2011,Party,Yes,47.2,Low,Excellent,Poor,"Solid game, but too many bugs.",Online,7
8130,Animal Crossing: New Horizons,31.9,Kids,51.75,PC,No,Rockstar Games,Square Enix,2023,Action,Yes,16.7,Ultra,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,4
8131,Tomb Raider (2013),27.3,Teens,48.02,Nintendo Switch,Yes,Innersloth,Electronic Arts,2022,Fighting,No,8.7,High,Good,Excellent,"Amazing game, but the gameplay is amazing.",Online,1
8132,League of Legends,21.0,All Ages,41.23,PlayStation,Yes,Epic Games,Take-Two Interactive,2014,Puzzle,No,7.7,Low,Good,Poor,"Amazing game, but too many bugs.",Offline,10
8133,Grand Theft Auto V,31.8,Kids,35.49,PC,No,Epic Games,Capcom,2013,RPG,Yes,44.4,Low,Good,Poor,"Amazing game, but the graphics could be better.",Offline,1
8134,Mario Kart 8 Deluxe,25.9,Teens,24.83,PC,Yes,CD Projekt Red,Capcom,2017,Party,No,51.5,Low,Poor,Poor,"Amazing game, but the graphics could be better.",Online,4
8135,Super Smash Bros. Ultimate,32.5,Kids,31.26,Nintendo Switch,No,Epic Games,Take-Two Interactive,2017,Adventure,No,59.5,High,Good,Good,"Disappointing game, but too many bugs.",Offline,5
8136,Super Smash Bros. Ultimate,37.3,All Ages,37.1,Xbox,No,EA Sports,Valve,2022,Fighting,No,55.9,Medium,Good,Excellent,"Amazing game, but the graphics could be better.",Offline,10
8137,Counter-Strike: Global Offensive,32.4,Kids,37.97,Nintendo Switch,No,CD Projekt Red,Activision,2012,Strategy,Yes,48.0,Ultra,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,2
8138,Fortnite,25.3,All Ages,40.39,PlayStation,Yes,Rockstar Games,Activision,2015,RPG,Yes,22.8,Ultra,Poor,Poor,"Amazing game, but the graphics could be better.",Offline,10
8139,Red Dead Redemption 2,32.1,Kids,31.04,Nintendo Switch,Yes,Game Freak,Epic Games,2015,Action,No,57.2,Low,Average,Good,"Solid game, but the gameplay is amazing.",Online,4
8140,Super Smash Bros. Ultimate,21.1,All Ages,38.46,Xbox,No,EA Sports,Epic Games,2015,RPG,No,7.6,Ultra,Good,Good,"Great game, but too many bugs.",Offline,1
8141,Spelunky 2,32.9,Adults,50.95,PlayStation,No,Bungie,Valve,2019,Sports,No,27.0,Ultra,Good,Average,"Great game, but the graphics could be better.",Offline,1
8142,The Legend of Zelda: Breath of the Wild,18.7,All Ages,28.37,PC,Yes,Rockstar Games,Take-Two Interactive,2020,Simulation,No,10.8,Low,Good,Average,"Amazing game, but too many bugs.",Online,2
8143,Kingdom Hearts III,31.9,Kids,56.08,Nintendo Switch,No,CD Projekt Red,Nintendo,2015,Party,No,10.3,Medium,Poor,Excellent,"Amazing game, but the graphics could be better.",Online,2
8144,Minecraft,35.3,Teens,44.34,PlayStation,No,Game Freak,Square Enix,2011,Puzzle,No,45.0,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,3
8145,Call of Duty: Modern Warfare 2,21.2,Teens,34.89,PC,Yes,Rockstar Games,Capcom,2019,Strategy,No,11.2,Ultra,Poor,Excellent,"Amazing game, but the graphics could be better.",Offline,10
8146,Overwatch 2,34.6,Adults,35.66,Mobile,No,Capcom,Electronic Arts,2014,Fighting,No,59.8,Medium,Excellent,Poor,"Great game, but too many bugs.",Online,3
8147,Super Mario Odyssey,40.1,Adults,49.86,PlayStation,Yes,Capcom,Square Enix,2022,Adventure,Yes,45.6,Medium,Good,Average,"Amazing game, but the gameplay is amazing.",Online,5
8148,Fall Guys,22.5,All Ages,22.08,PlayStation,Yes,Rockstar Games,Electronic Arts,2018,Simulation,Yes,33.4,Medium,Good,Good,"Disappointing game, but the graphics could be better.",Online,10
8149,Sid Meier’s Civilization VI,26.6,Kids,30.22,Nintendo Switch,No,Innersloth,Epic Games,2013,Action,Yes,31.9,High,Excellent,Good,"Great game, but the gameplay is amazing.",Offline,10
8150,Kingdom Hearts III,21.7,All Ages,25.44,PC,Yes,Game Freak,Square Enix,2016,Fighting,No,24.0,Low,Average,Excellent,"Great game, but too many bugs.",Offline,5
8151,Super Smash Bros. Ultimate,35.1,All Ages,59.92,PlayStation,No,Epic Games,Activision,2015,Simulation,No,12.6,High,Excellent,Poor,"Great game, but the gameplay is amazing.",Offline,3
8152,Cuphead,37.6,Adults,54.14,Nintendo Switch,No,Nintendo,Activision,2023,Fighting,Yes,37.9,Medium,Average,Average,"Disappointing game, but too many bugs.",Offline,8
8153,Minecraft,39.7,Adults,52.98,PlayStation,Yes,Valve,Take-Two Interactive,2010,RPG,Yes,40.5,Ultra,Excellent,Average,"Amazing game, but the graphics could be better.",Offline,4
8154,Half-Life: Alyx,24.9,Teens,37.4,PlayStation,No,Epic Games,Capcom,2010,Adventure,No,19.4,Medium,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,7
8155,Hitman 3,15.2,Adults,27.61,PC,No,Epic Games,Activision,2016,Shooter,No,5.9,High,Poor,Good,"Amazing game, but too many bugs.",Online,2
8156,Fall Guys,33.6,Kids,32.37,Mobile,Yes,EA Sports,Square Enix,2021,Adventure,Yes,57.3,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Online,7
8157,FIFA 24,42.1,Teens,50.12,PC,Yes,Innersloth,Capcom,2010,Party,Yes,58.4,Ultra,Average,Poor,"Great game, but the gameplay is amazing.",Offline,6
8158,Call of Duty: Modern Warfare 2,39.6,Kids,54.48,Xbox,Yes,Game Freak,Electronic Arts,2015,Shooter,No,47.7,Medium,Poor,Good,"Solid game, but the gameplay is amazing.",Online,1
8159,Animal Crossing: New Horizons,18.2,Kids,20.02,PC,Yes,CD Projekt Red,Activision,2013,Puzzle,Yes,31.3,Low,Poor,Good,"Great game, but the graphics could be better.",Offline,5
8160,Hades,31.1,Adults,32.48,PC,No,Valve,Epic Games,2020,Action,Yes,53.9,High,Excellent,Good,"Great game, but the graphics could be better.",Offline,10
8161,Super Mario Odyssey,22.2,All Ages,25.58,Xbox,No,CD Projekt Red,Take-Two Interactive,2013,Puzzle,No,33.1,High,Good,Poor,"Great game, but the graphics could be better.",Offline,7
8162,Super Smash Bros. Ultimate,33.5,Teens,42.59,Nintendo Switch,Yes,Rockstar Games,Take-Two Interactive,2010,Action,Yes,42.0,High,Good,Average,"Disappointing game, but the graphics could be better.",Offline,4
8163,Overwatch 2,38.0,Teens,43.22,Mobile,No,Nintendo,Nintendo,2018,Action,No,59.1,Medium,Average,Poor,"Great game, but the graphics could be better.",Online,10
8164,Counter-Strike: Global Offensive,40.4,Kids,59.94,PlayStation,No,Game Freak,Electronic Arts,2019,Strategy,Yes,31.4,High,Average,Good,"Disappointing game, but the graphics could be better.",Online,3
8165,Fall Guys,26.1,Adults,24.3,PlayStation,No,CD Projekt Red,Epic Games,2019,Fighting,No,45.0,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Online,10
8166,Fall Guys,24.1,All Ages,40.74,Mobile,Yes,Capcom,Valve,2014,Fighting,No,9.0,High,Average,Excellent,"Solid game, but too many bugs.",Online,7
8167,Tomb Raider (2013),19.4,Teens,33.55,Mobile,No,Nintendo,Capcom,2013,Party,Yes,5.2,High,Good,Excellent,"Great game, but too many bugs.",Online,7
8168,The Legend of Zelda: Breath of the Wild,20.0,Adults,35.59,Xbox,Yes,Game Freak,Innersloth,2014,Strategy,Yes,10.0,High,Average,Good,"Great game, but the gameplay is amazing.",Online,2
8169,Hades,29.4,All Ages,35.14,PlayStation,Yes,Rockstar Games,Capcom,2020,Puzzle,No,33.3,Low,Average,Excellent,"Amazing game, but the gameplay is amazing.",Online,8
8170,Mario Kart 8 Deluxe,32.0,Adults,57.01,PlayStation,Yes,Rockstar Games,Activision,2011,Simulation,No,10.8,Low,Poor,Good,"Solid game, but the graphics could be better.",Offline,6
8171,Super Mario Odyssey,44.5,Kids,56.48,Xbox,Yes,Capcom,Take-Two Interactive,2016,Fighting,No,48.9,Medium,Average,Poor,"Solid game, but too many bugs.",Online,3
8172,Super Smash Bros. Ultimate,19.7,Kids,28.48,Mobile,Yes,Valve,Nintendo,2010,Action,Yes,11.6,Low,Poor,Average,"Disappointing game, but the graphics could be better.",Offline,5
8173,Super Smash Bros. Ultimate,27.6,Teens,23.59,Xbox,Yes,Bungie,Valve,2021,Party,Yes,52.9,Ultra,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,3
8174,FIFA 24,30.5,Adults,48.9,PlayStation,Yes,Rockstar Games,Square Enix,2023,Shooter,No,24.2,Ultra,Good,Average,"Great game, but too many bugs.",Online,3
8175,Tomb Raider (2013),27.9,Teens,26.97,PlayStation,Yes,Innersloth,Take-Two Interactive,2017,Simulation,Yes,53.5,Ultra,Excellent,Good,"Amazing game, but too many bugs.",Online,1
8176,Hitman 3,47.5,Teens,58.31,Xbox,Yes,Nintendo,Epic Games,2013,Action,No,56.1,Medium,Excellent,Excellent,"Great game, but the graphics could be better.",Online,2
8177,1000-Piece Puzzle,15.2,All Ages,24.28,Nintendo Switch,Yes,Rockstar Games,Valve,2021,Shooter,No,11.2,High,Average,Good,"Disappointing game, but the graphics could be better.",Offline,1
8178,Sid Meier’s Civilization VI,21.8,All Ages,35.78,Mobile,Yes,Innersloth,Valve,2020,Party,No,14.2,Ultra,Poor,Average,"Great game, but the graphics could be better.",Online,6
8179,Ghost of Tsushima,22.8,All Ages,39.3,PlayStation,No,CD Projekt Red,Activision,2023,Sports,Yes,14.2,Low,Good,Good,"Great game, but too many bugs.",Online,8
8180,Pillars of Eternity II: Deadfire,39.1,Kids,44.43,Xbox,Yes,Epic Games,Electronic Arts,2015,Fighting,Yes,56.1,High,Good,Poor,"Disappointing game, but too many bugs.",Offline,10
8181,FIFA 24,30.8,Kids,48.31,Xbox,Yes,Bungie,Epic Games,2012,Fighting,Yes,19.7,High,Poor,Good,"Great game, but the graphics could be better.",Online,4
8182,Minecraft,31.6,Adults,44.56,PC,No,Epic Games,Take-Two Interactive,2022,Sports,No,27.1,Ultra,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,6
8183,Halo Infinite,16.2,Kids,27.44,PlayStation,No,Innersloth,Electronic Arts,2014,Action,Yes,10.9,Low,Poor,Good,"Disappointing game, but the gameplay is amazing.",Online,3
8184,Hitman 3,22.2,Adults,27.4,PlayStation,Yes,Nintendo,Electronic Arts,2018,Adventure,Yes,26.8,Medium,Good,Excellent,"Great game, but the gameplay is amazing.",Online,3
8185,Rocket League,25.7,Adults,38.21,Mobile,No,Bungie,Valve,2016,Sports,No,25.9,High,Excellent,Poor,"Disappointing game, but the gameplay is amazing.",Offline,6
8186,Red Dead Redemption 2,33.3,Adults,56.27,Mobile,Yes,EA Sports,Activision,2013,Sports,Yes,13.9,Low,Poor,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,1
8187,FIFA 24,37.6,Kids,54.43,Mobile,No,Bungie,Nintendo,2023,Strategy,No,39.8,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Offline,6
8188,Cuphead,17.1,Adults,23.41,Nintendo Switch,Yes,CD Projekt Red,Take-Two Interactive,2016,Adventure,Yes,12.1,Low,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,10
8189,Bioshock Infinite,39.6,Adults,42.81,Mobile,No,EA Sports,Epic Games,2015,Adventure,No,58.2,Ultra,Poor,Poor,"Amazing game, but the graphics could be better.",Online,8
8190,Halo Infinite,39.5,All Ages,46.53,Nintendo Switch,No,Capcom,Take-Two Interactive,2010,Action,Yes,54.0,Low,Average,Poor,"Great game, but too many bugs.",Offline,6
8191,Halo Infinite,42.4,Adults,55.22,PlayStation,No,Rockstar Games,Innersloth,2022,Sports,No,42.9,Ultra,Poor,Poor,"Solid game, but too many bugs.",Online,7
8192,Super Mario Odyssey,26.1,Kids,41.55,PC,No,Rockstar Games,Electronic Arts,2011,Party,No,15.0,Medium,Excellent,Good,"Amazing game, but the graphics could be better.",Online,2
8193,The Elder Scrolls V: Skyrim,30.5,Adults,44.11,PC,No,Nintendo,Nintendo,2013,Action,Yes,34.1,High,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
8194,Halo Infinite,29.7,Teens,36.86,Nintendo Switch,Yes,Epic Games,Take-Two Interactive,2012,Puzzle,Yes,38.9,Ultra,Poor,Good,"Great game, but the gameplay is amazing.",Offline,8
8195,Street Fighter V,34.2,Teens,41.34,Mobile,No,Bungie,Activision,2018,Strategy,No,38.9,High,Average,Poor,"Great game, but the gameplay is amazing.",Offline,4
8196,Grand Theft Auto V,28.4,Kids,37.91,PlayStation,Yes,Game Freak,Innersloth,2011,Shooter,No,26.3,High,Average,Average,"Amazing game, but the graphics could be better.",Offline,8
8197,Hitman 3,16.9,All Ages,24.61,PC,No,Nintendo,Innersloth,2018,Fighting,No,21.8,High,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,10
8198,Tetris,25.6,Kids,26.49,Mobile,Yes,Valve,Electronic Arts,2010,Sports,No,44.4,Low,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Offline,7
8199,Red Dead Redemption 2,37.6,Teens,49.24,Nintendo Switch,Yes,Valve,Valve,2020,Adventure,Yes,39.1,Medium,Poor,Good,"Amazing game, but the gameplay is amazing.",Online,7
8200,Rocket League,36.5,Kids,55.94,Xbox,Yes,Rockstar Games,Activision,2020,RPG,Yes,26.4,Ultra,Poor,Excellent,"Amazing game, but the graphics could be better.",Offline,6
8201,Fall Guys,31.3,Teens,29.88,Nintendo Switch,No,Rockstar Games,Electronic Arts,2017,Strategy,No,60.0,Ultra,Good,Good,"Solid game, but too many bugs.",Offline,4
8202,Tetris,29.7,Teens,49.75,Mobile,No,Epic Games,Capcom,2014,Adventure,Yes,19.2,Medium,Average,Excellent,"Disappointing game, but too many bugs.",Online,3
8203,Street Fighter V,29.2,Adults,44.0,Xbox,No,Epic Games,Square Enix,2013,Sports,Yes,22.4,Ultra,Average,Excellent,"Amazing game, but the graphics could be better.",Online,2
8204,Bioshock Infinite,20.3,Adults,20.39,Mobile,No,Nintendo,Epic Games,2011,Fighting,No,34.9,Low,Average,Good,"Great game, but the gameplay is amazing.",Offline,1
8205,Super Mario Odyssey,24.6,All Ages,42.96,Nintendo Switch,Yes,CD Projekt Red,Valve,2017,Simulation,No,15.0,Ultra,Average,Excellent,"Great game, but the gameplay is amazing.",Online,5
8206,Ghost of Tsushima,26.8,All Ages,51.96,PC,No,CD Projekt Red,Activision,2016,Sports,Yes,6.3,Ultra,Average,Average,"Great game, but too many bugs.",Online,5
8207,Grand Theft Auto V,28.5,Teens,36.3,Xbox,No,CD Projekt Red,Take-Two Interactive,2023,Shooter,Yes,30.1,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Online,7
8208,Rocket League,35.7,Teens,57.05,Xbox,Yes,Game Freak,Electronic Arts,2023,Strategy,No,21.9,High,Good,Good,"Solid game, but the graphics could be better.",Offline,3
8209,The Sims 4,18.1,Teens,21.44,Mobile,Yes,Valve,Nintendo,2011,Adventure,No,29.0,High,Poor,Excellent,"Solid game, but too many bugs.",Offline,8
8210,Call of Duty: Modern Warfare 2,42.5,Kids,58.54,PlayStation,No,EA Sports,Square Enix,2015,Fighting,Yes,46.0,High,Average,Average,"Great game, but the graphics could be better.",Offline,7
8211,Spelunky 2,23.4,Kids,31.28,Nintendo Switch,Yes,Innersloth,Take-Two Interactive,2019,Simulation,Yes,24.8,Medium,Good,Excellent,"Solid game, but the graphics could be better.",Online,1
8212,Ghost of Tsushima,38.5,Adults,54.39,PC,No,Bungie,Epic Games,2010,Simulation,No,32.3,High,Excellent,Good,"Disappointing game, but too many bugs.",Offline,10
8213,Animal Crossing: New Horizons,40.8,Kids,52.55,Nintendo Switch,No,Epic Games,Epic Games,2012,RPG,Yes,43.7,High,Poor,Good,"Amazing game, but the graphics could be better.",Offline,10
8214,Just Dance 2024,37.1,Teens,55.19,Nintendo Switch,Yes,Nintendo,Nintendo,2015,Puzzle,Yes,37.5,High,Excellent,Excellent,"Amazing game, but too many bugs.",Offline,10
8215,FIFA 24,30.0,Kids,39.72,Mobile,No,Bungie,Activision,2013,Adventure,No,31.3,Low,Good,Excellent,"Amazing game, but too many bugs.",Online,10
8216,Halo Infinite,15.7,Kids,23.48,PC,Yes,Capcom,Activision,2016,Action,Yes,11.9,Medium,Poor,Average,"Amazing game, but too many bugs.",Online,10
8217,Portal 2,30.8,Kids,37.44,PC,Yes,EA Sports,Nintendo,2014,Strategy,No,37.8,Low,Poor,Good,"Disappointing game, but the graphics could be better.",Online,4
8218,FIFA 24,43.3,Kids,51.93,Xbox,No,Nintendo,Epic Games,2014,Action,Yes,52.6,High,Good,Poor,"Solid game, but too many bugs.",Online,1
8219,Rocket League,28.2,Teens,33.93,PlayStation,Yes,Epic Games,Nintendo,2017,Action,Yes,32.0,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Online,10
8220,League of Legends,29.4,All Ages,50.14,Mobile,No,Rockstar Games,Nintendo,2021,Party,No,18.0,Ultra,Good,Excellent,"Disappointing game, but too many bugs.",Online,3
8221,Minecraft,33.2,All Ages,58.29,Mobile,No,Nintendo,Electronic Arts,2017,Simulation,Yes,18.3,Ultra,Poor,Average,"Disappointing game, but the gameplay is amazing.",Online,5
8222,Just Dance 2024,18.7,Teens,28.35,Mobile,Yes,Game Freak,Square Enix,2016,Simulation,No,19.1,Ultra,Good,Good,"Amazing game, but the gameplay is amazing.",Offline,2
8223,Call of Duty: Modern Warfare 2,23.4,Kids,33.45,Xbox,Yes,Bungie,Square Enix,2014,RPG,Yes,25.4,Low,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,1
8224,Cuphead,32.0,Teens,50.03,Nintendo Switch,No,Valve,Electronic Arts,2012,Sports,Yes,24.1,Low,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,6
8225,Portal 2,40.7,All Ages,53.01,Nintendo Switch,No,Epic Games,Valve,2014,RPG,No,49.0,High,Excellent,Excellent,"Disappointing game, but the graphics could be better.",Online,8
8226,Counter-Strike: Global Offensive,38.8,All Ages,45.06,Mobile,Yes,Game Freak,Epic Games,2012,Party,No,47.6,Medium,Excellent,Excellent,"Great game, but the graphics could be better.",Offline,8
8227,Hitman 3,30.6,All Ages,31.45,Mobile,Yes,Game Freak,Capcom,2020,Adventure,Yes,46.3,Medium,Poor,Good,"Great game, but the graphics could be better.",Offline,4
8228,Pokémon Scarlet & Violet,29.2,All Ages,36.6,Mobile,No,Epic Games,Capcom,2018,Adventure,No,36.5,Low,Average,Average,"Solid game, but too many bugs.",Online,5
8229,Portal 2,29.1,All Ages,29.32,Mobile,No,Bungie,Take-Two Interactive,2014,RPG,No,52.8,Medium,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,10
8230,Pokémon Scarlet & Violet,28.8,Adults,48.9,PlayStation,Yes,Nintendo,Activision,2020,Strategy,No,17.8,Ultra,Excellent,Excellent,"Solid game, but too many bugs.",Offline,10
8231,Hades,23.2,Kids,39.16,Nintendo Switch,No,Nintendo,Square Enix,2014,RPG,Yes,15.2,Ultra,Average,Average,"Disappointing game, but the gameplay is amazing.",Offline,6
8232,Stardew Valley,32.8,Teens,29.66,Mobile,No,Innersloth,Capcom,2021,Party,No,58.5,Medium,Good,Poor,"Great game, but too many bugs.",Online,8
8233,Animal Crossing: New Horizons,30.3,All Ages,22.24,PlayStation,No,Rockstar Games,Valve,2013,Action,No,57.7,High,Good,Poor,"Solid game, but the graphics could be better.",Online,4
8234,Overwatch 2,28.7,Adults,29.43,Nintendo Switch,Yes,Capcom,Activision,2014,Shooter,Yes,51.4,Ultra,Average,Excellent,"Amazing game, but the graphics could be better.",Offline,3
8235,Pillars of Eternity II: Deadfire,31.4,All Ages,51.39,Mobile,No,Capcom,Capcom,2014,Sports,Yes,24.6,Low,Average,Excellent,"Great game, but the graphics could be better.",Offline,8
8236,1000-Piece Puzzle,34.3,Adults,54.51,Xbox,No,Epic Games,Activision,2018,RPG,Yes,29.4,Low,Poor,Good,"Great game, but the gameplay is amazing.",Offline,6
8237,Bioshock Infinite,40.1,All Ages,56.21,PlayStation,No,Rockstar Games,Valve,2020,Fighting,Yes,34.4,High,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,1
8238,Bioshock Infinite,39.5,All Ages,57.06,PlayStation,Yes,Valve,Capcom,2018,Action,Yes,34.4,Ultra,Excellent,Poor,"Great game, but the graphics could be better.",Offline,6
8239,Animal Crossing: New Horizons,27.2,Kids,24.54,PlayStation,No,Nintendo,Nintendo,2023,Puzzle,Yes,55.6,Medium,Good,Good,"Great game, but the graphics could be better.",Online,4
8240,Spelunky 2,19.7,All Ages,30.69,PC,No,Innersloth,Epic Games,2011,Sports,No,15.6,Ultra,Poor,Poor,"Amazing game, but the gameplay is amazing.",Online,1
8241,Pillars of Eternity II: Deadfire,24.9,Teens,23.29,PlayStation,Yes,Rockstar Games,Capcom,2017,RPG,Yes,46.8,Low,Good,Good,"Solid game, but too many bugs.",Online,6
8242,League of Legends,28.0,Teens,36.77,PlayStation,Yes,Nintendo,Electronic Arts,2020,Strategy,No,28.9,Ultra,Good,Poor,"Great game, but too many bugs.",Offline,8
8243,Just Dance 2024,25.3,Kids,46.17,Mobile,Yes,Bungie,Take-Two Interactive,2016,Simulation,No,5.9,Medium,Average,Poor,"Amazing game, but the gameplay is amazing.",Offline,4
8244,Tomb Raider (2013),26.8,Kids,27.99,PC,No,Innersloth,Epic Games,2014,Puzzle,Yes,36.6,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,10
8245,League of Legends,39.6,All Ages,56.22,Xbox,No,Rockstar Games,Electronic Arts,2014,Adventure,Yes,41.4,Ultra,Excellent,Excellent,"Amazing game, but the graphics could be better.",Online,4
8246,Street Fighter V,28.0,Kids,31.07,Xbox,Yes,Bungie,Epic Games,2013,Sports,No,38.6,Ultra,Average,Good,"Amazing game, but too many bugs.",Offline,3
8247,Fall Guys,21.2,All Ages,33.45,PC,Yes,Capcom,Take-Two Interactive,2019,Sports,Yes,16.9,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Online,7
8248,Animal Crossing: New Horizons,31.7,All Ages,35.52,Nintendo Switch,No,EA Sports,Activision,2012,Action,Yes,46.6,High,Excellent,Average,"Amazing game, but too many bugs.",Online,6
8249,Half-Life: Alyx,25.5,Adults,38.51,PC,No,EA Sports,Square Enix,2019,Sports,No,16.6,Medium,Good,Average,"Great game, but the graphics could be better.",Online,7
8250,Ghost of Tsushima,32.2,All Ages,41.21,Mobile,Yes,EA Sports,Epic Games,2016,Sports,No,43.2,Medium,Average,Average,"Solid game, but the gameplay is amazing.",Online,10
